Date,CL1,PROD,INV,RIG,CRKSPD,POS,COPPER,IRON,SHIP,1Y1YF,DXY,ADXY,LACI
1/5/2007,56.31,5370,297470,279,4.987,20951,253.5,,,4.8838,84.64,108.81,109.02
1/12/2007,52.99,5317,304238,269,6.558,16994,260.3,,,5.0736,85.02,108.59,109.23
1/19/2007,51.99,5241,305027,275,7.836,42315,252.8,,,5.1146,84.86,108.87,109.63
1/26/2007,55.42,5224,307711,255,7.637,38787,264.05,,,5.2327,85.23,109.29,108.74
2/2/2007,59.02,5283,307193,264,6.588,41361,242.3,,,5.1622,84.96,109.02,109.56
2/9/2007,59.89,5316,306604,254,8.356,25924,252.05,,,5.1216,84.88,109.34,109.38
2/16/2007,59.39,5323,310298,267,8.376,47059,265.9,,,4.9868,84.06,109.41,109.86
2/23/2007,61.14,5285,311719,278,12.111,45367,285.1,,,4.9888,84.05,109.39,109.8
3/2/2007,61.64,5267,306822,290,13.189,50294,268.4,,,4.7473,83.74,109.06,108.5
3/9/2007,60.05,5218,308002,287,12.293,53015,278,,,4.837,84.25,109.27,109.39
3/16/2007,57.11,5235,311926,282,15.871,64992,301.1,,,4.7277,83.19,109.31,109.34
3/23/2007,62.28,5218,311080,281,13.575,39816,306.9,,,4.7254,83.28,109.89,110.58
3/30/2007,65.87,5243,315387,271,14.375,45395,314.6,,,4.7409,82.93,109.79,110.38
4/6/2007,64.28,5179,316219,283,18.874,71085,337.7,,,4.9218,82.992,110.07,111.33
4/13/2007,63.63,5125,315225,282,22.163,76542,353.6,,,4.9392,82.129,110.17,111.69
4/20/2007,63.38,5128,317299,292,18.58,70197,362.1,,,4.7701,81.643,110.51,111.77
4/27/2007,66.46,5089,318468,283,21.811,57522,353.25,,,4.827,81.529,110.35,112
5/4/2007,61.93,5131,323940,282,22.466,60817,375.85,,,4.8239,81.741,110.67,112.47
5/11/2007,62.37,5201,325001,282,27.235,47967,360.4,,,4.8812,82.116,110.71,113.42
5/18/2007,64.94,5207,326970,276,27.416,33888,332.35,,,5.0668,82.197,110.68,114.41
5/25/2007,65.2,5148,325014,287,27.064,65525,332.05,,,5.1304,82.331,110.8,114.75
6/1/2007,65.08,5180,325227,288,23.275,46848,340.5,,,5.3268,82.322,110.97,116.26
6/8/2007,64.76,5170,325309,291,18.373,63024,325.75,,,5.4225,82.691,110.51,114.08
6/15/2007,68,5093,332211,285,20.282,65711,342.15,,,5.4655,82.851,110.78,115.65
6/22/2007,69.14,5108,333773,271,19.584,102347,338.35,,,5.372,82.336,111,114.04
6/29/2007,70.68,5122,336924,281,16.197,86544,345.05,,,5.3049,81.92,111.16,114.68
7/6/2007,72.81,5198,335336,274,17.904,110698,359.45,,,5.458,81.465,111.48,115.69
7/13/2007,73.93,5201,334887,284,15.013,127482,359.3,,,5.3704,80.576,111.91,116.74
7/20/2007,75.57,5184,333784,287,11.225,139751,370.55,,,5.2046,80.288,112.13,116.78
7/27/2007,77.02,5206,327287,296,8.534,144082,354.7,,,4.9459,80.946,111.9,114.74
8/3/2007,75.48,5142,323326,306,8.466,160018,347.9,,,4.8703,80.177,111.62,114.74
8/10/2007,71.47,5192,318159,305,9.634,122364,335.95,,,4.911,80.679,111.19,113.63
8/17/2007,71.98,5119,320049,309,13.842,96038,314.75,,,4.759,81.426,110.47,110.2
8/24/2007,71.09,5161,316563,316,10.972,70754,335,,,4.8675,80.667,110.64,113.2
8/31/2007,74.04,5021,312591,300,11.525,66935,339.7,,,4.6971,80.791,110.77,112.57
9/7/2007,76.7,5129,305578,294,11.004,99589,325.15,,,4.3955,79.959,110.67,112.2
9/14/2007,79.1,5039,301704,298,11.053,102329,339.25,,,4.5018,79.617,111.37,113.94
9/21/2007,81.62,5027,303546,305,8.894,132509,359.25,,,4.5617,78.597,112.04,115.59
9/28/2007,81.66,5064,304684,311,8.18,126540,364,,,4.4457,77.719,112.56,116.52
10/5/2007,81.22,5059,302875,318,8.35,134350,372.55,,,4.6002,78.308,112.82,118.11
10/12/2007,83.69,5102,304659,319,6.091,134767,365.25,,,4.711,78.224,112.91,118.35
10/19/2007,88.6,5122,299371,320,4.81,134735,355.15,,,4.3166,77.407,112.86,117.98
10/26/2007,91.86,5114,295477,326,6.363,134033,353.75,,,4.2378,77.027,113.35,119.18
11/2/2007,95.93,5126,294517,335,8.213,140944,332.5,,,4.1733,76.337,113.6,119.84
11/9/2007,96.32,5134,297331,337,9.396,152283,314.55,,,4.067,75.4,113.98,118.86
11/16/2007,95.1,4942,296260,337,7.868,125337,319.9,,,3.9128,75.827,113.35,118.71
11/23/2007,98.18,5117,295808,343,9.214,132239,302.95,,,3.7254,75.053,113.39,116.96
11/30/2007,88.71,5133,287895,354,8.69,122909,318.45,,,3.5511,76.147,113.48,117.53
12/7/2007,88.28,5117,286806,340,9.122,108460,312.6,,,3.7309,76.288,113.92,119.13
12/14/2007,91.27,5110,279220,342,10.352,113490,295.65,,,3.8767,77.436,113.72,118.28
12/21/2007,93.31,5117,275921,343,9.243,99536,309.75,,,3.7169,77.721,113.35,118.65
12/28/2007,96,5078,271865,325,11.698,112117,307.2,,,3.5789,76.218,113.91,118.3
1/4/2008,97.91,5051,265361,316,9.19,121496,315.75,,,3.1481,75.793,114.17,118.96
1/11/2008,92.69,5013,269620,327,6.352,121978,330.4,,,3.0382,75.978,114.42,119.97
1/18/2008,90.57,5042,271917,323,8.126,107959,323.45,,,2.7931,76.383,114.04,119.02
1/25/2008,90.71,4998,275472,318,9.467,86322,318.4,,,2.8444,75.973,114.32,119.4
2/1/2008,88.96,5013,282340,324,8.78,84521,327.3,,,2.8254,75.445,114.93,120.81
2/8/2008,91.77,5044,283406,324,9.15,71344,353.95,,,2.7398,76.67,114.75,120.4
2/15/2008,95.5,5034,287610,339,11.025,104181,353.9,,,2.8346,76.101,114.89,121.12
2/22/2008,98.81,5044,290841,333,10.967,129593,380.3,,,2.9778,75.52,115.32,122.03
2/29/2008,101.84,5050,287785,337,10.05,150488,385.5,,,2.4922,73.714,115.64,123.35
3/7/2008,105.15,5100,294185,337,10.808,144029,392.15,,,2.6036,73.027,115.58,123.44
3/14/2008,110.21,5100,294318,343,11.368,149396,382.8,,,2.3457,71.657,114.77,123.35
3/21/2008,101.84,5103,294406,341,13.086,134386,357.35,,,2.4591,72.709,114.79,122.79
3/28/2008,105.62,5087,301723,350,12.329,112572,383.15,,,2.612,71.678,115.26,122.96
4/4/2008,106.23,5097,298516,362,11.761,98211,395.45,,,2.7725,72.021,115.45,124.6
4/11/2008,110.14,5096,296160,355,12.632,125690,394.45,,,2.6379,71.808,115.78,124.88
4/18/2008,116.69,5101,298581,355,12.151,134744,389.25,,,3.2374,72.012,115.41,125.36
4/25/2008,118.52,5098,302429,360,10.809,149019,391.1,,,3.5182,72.79,115.25,125.38
5/2/2008,116.32,5099,308082,357,9.529,131763,382.05,,,3.5513,73.5,114.99,126.09
5/9/2008,125.96,5128,308258,361,13.766,145146,371.65,,,3.2474,73.05,114.02,123.95
5/16/2008,126.29,5045,302941,381,16.186,148216,382.65,,,3.5708,72.844,114,125.94
5/23/2008,132.19,5128,294058,386,18.975,123236,373.6,180.52,,3.5713,71.888,113.99,125.27
5/30/2008,127.35,5139,289256,390,16.062,103667,360.6,173.86,,3.8699,72.879,114.38,126.43
6/6/2008,138.54,5114,284679,385,15.663,98736,362.3,171.15,,3.6521,72.39,113.98,126.31
6/13/2008,134.86,5145,283437,389,14.122,101533,359.1,167.99,,4.4319,74.146,113.74,125.78
6/20/2008,134.62,5120,284240,384,13.056,92392,383.05,168.4,,4.1681,73.03,114.19,127.44
6/27/2008,140.21,5123,282258,375,12.519,94438,387.8,168.86,,3.971,72.36,114.12,125.44
7/4/2008,145.29,4960,276552,373,10.593,91818,394.9,176.32,,3.8925,72.731,113.93,126.14
7/11/2008,145.08,5139,279504,370,12.321,74795,374,175.23,,3.7983,72.096,115.01,126.77
7/18/2008,128.88,5165,277946,385,12.324,83717,366.9,176.61,,4.0377,72.189,115.14,127.51
7/25/2008,123.26,5160,277865,393,12.076,69498,360.5,180.61,,4.0216,72.86,115.16,128.62
8/1/2008,125.1,5172,279363,392,9.661,79032,357.85,173.1,,3.7624,73.424,114.53,129.27
8/8/2008,115.2,5139,279047,387,10.001,68761,333.3,168.86,,3.7794,75.845,113.6,126.37
8/15/2008,113.77,5078,288437,395,10.64,57157,331.45,162.39,,3.6327,77.18,113.07,125.13
8/22/2008,114.59,4906,288260,395,10.225,60047,345.95,153.38,,3.6726,76.805,112.82,125.5
8/29/2008,115.46,5097,286362,416,14.79,65781,338.7,147.03,,3.538,77.381,112.1,124.67
9/5/2008,106.23,4084,280482,416,17.557,55453,309.85,139.25,,3.3596,78.932,110.87,121.14
9/12/2008,101.18,3988,274154,413,28.52,41190,319.4,125.12,,3.284,78.966,111.03,118.8
9/19/2008,104.55,3932,272634,417,14.85,45231,317.65,116.9,,3.4495,77.68,111.11,116.88
9/26/2008,106.89,3839,276912,423,14.963,41097,307.45,105.49,,3.6423,76.953,110.2,116.26
10/3/2008,93.88,4422,285104,422,8.564,45008,269,101.84,,3.1334,80.313,109.12,109.58
10/10/2008,77.7,4572,290715,429,6.119,27825,214.45,87.12,,3.1057,82.997,106.97,98.88
10/17/2008,71.85,4630,293897,428,6.329,34428,217.95,75.21,,2.866,82.413,107.28,102.02
10/24/2008,64.15,4675,294390,423,6.684,38175,168.65,66.9,,2.7669,86.44,104.71,96.29
10/31/2008,67.81,4776,294444,408,4.197,46186,182.9,58.67,,3.033,85.633,106.35,99.33
11/7/2008,61.04,4885,294394,442,7.355,43253,169.7,61.55,,2.6714,85.907,106.34,100.72
11/14/2008,57.04,4943,295993,429,5.127,57673,171.5,60.74,,2.5114,86.365,104.47,98.66
11/21/2008,49.93,5006,303273,419,6.602,50928,157.9,59.17,,2.2242,88.191,103.3,92.93
11/28/2008,54.43,5118,302817,412,4.948,50435,164.95,62.27,,2.1047,86.517,103.52,95.52
12/5/2008,40.81,5152,303169,413,3.584,55466,137.35,65.82,,2.1297,87.121,103.15,93.61
12/12/2008,46.28,4967,303694,401,3.534,77651,142.85,69.38,,1.8966,83.644,105.31,95.25
12/19/2008,33.87,4972,300593,387,14.235,76960,132.65,74.15,,1.6241,81.298,107.24,97.09
12/26/2008,37.71,4979,301142,364,8.774,86187,130.35,76.43,,1.739,80.892,106.98,96.04
1/2/2009,46.34,4935,307236,346,6.996,82331,146.1,72.54,,1.8631,81.839,106.84,95.66
1/9/2009,40.83,4917,308380,341,12.706,84855,155.95,73.64,,1.5073,82.663,106.02,97.44
1/16/2009,36.51,5052,314480,324,17.414,72608,152.75,74.09,,1.5123,84.212,105.56,95.43
1/23/2009,46.47,5045,320698,318,7.802,83723,147.2,73.34,,1.6338,85.608,104.68,95
1/30/2009,41.68,5235,327868,309,15.014,90156,146.85,74.25,,1.8899,85.999,104.69,94.08
2/6/2009,40.17,5327,332487,283,12.75,93759,162.85,78.83,,1.8487,85.346,105.36,95.15
2/13/2009,37.51,5323,332349,273,13.873,75923,155.45,81.86,,1.8181,86.041,104.52,95.05
2/20/2009,38.94,5300,333066,269,8.411,67437,143.3,74.98,,1.6997,86.488,102.71,91.53
2/27/2009,44.76,5373,332309,260,7.975,56806,153.85,69.04,,1.8255,88.008,101.85,91
3/6/2009,45.52,5401,332824,241,5.04,35834,168.9,64.81,,1.7725,88.512,101.93,91.41
3/13/2009,46.25,5414,334766,228,3.869,51060,166.45,62.37,,1.6995,87.428,102.69,93.81
3/20/2009,51.06,5432,338068,215,5.348,73385,179.6,62.47,,1.5857,83.841,104.03,95.51
3/27/2009,52.38,5480,340912,217,6.279,80802,183.6,59.7,,1.5258,85.111,104.77,94.57
4/3/2009,52.51,5469,342328,224,5.446,64147,200.05,60.48,,1.6742,84.165,105.55,97.69
4/10/2009,52.24,5482,347999,204,5.243,77745,207.1,59.96,,1.6302,85.786,105.25,99.33
4/17/2009,50.33,5421,351856,205,8.602,69108,219.75,59.23,,1.7358,85.981,105.5,99.19
4/24/2009,51.55,5269,355909,202,4.982,45291,205,58.73,,1.805,84.714,105.89,98.96
5/1/2009,53.2,5280,356863,196,4.882,49516,210.1,60.31,,1.722,84.546,106.47,97.96
5/8/2009,58.63,5306,352234,190,5.948,57799,214.55,61.38,,1.7384,82.529,108.02,102.41
5/15/2009,56.34,5352,350129,181,5.979,66623,201.75,63.67,,1.5492,83.024,107.08,100.77
5/22/2009,61.67,5364,344716,180,7.467,81332,209.75,64.15,,1.6154,79.958,108.37,102.52
5/29/2009,66.31,5358,347582,187,6.354,88381,219.75,64.06,,1.6817,79.348,108.22,103.76
6/5/2009,68.44,5358,343186,179,8.245,86891,228.4,70.33,,2.4198,80.67,108.08,103.71
6/12/2009,72.04,5273,339312,183,6.882,95618,238.3,72.31,,2.3092,80.142,108.03,104.26
6/19/2009,69.55,5257,335444,196,5.561,73945,226.15,75.5,,2.3227,80.264,107.55,103.79
6/26/2009,69.16,5163,331784,219,3.771,84932,230.9,75.82,,1.9722,79.878,107.48,104.74
7/3/2009,66.73,5171,329083,229,3.448,92720,230.55,78.47,,1.9308,80.382,107.63,104.31
7/10/2009,59.89,5171,326270,234,4.71,68482,221.15,80.84,,1.7693,80.233,107.11,102.13
7/17/2009,63.56,5176,324474,244,5.588,62669,242.3,83.82,,2.0767,79.347,107.79,104.95
7/24/2009,68.05,5107,329626,257,8.596,58553,252.2,89.26,,2.0326,78.749,108.16,105.98
7/31/2009,69.45,5246,331296,261,7.815,67615,262.35,93.31,,2.0825,78.347,108.63,106.3
8/7/2009,70.93,5172,333992,277,7.654,109818,278.55,102.94,,2.5074,78.975,108.7,107.82
8/14/2009,67.51,5169,325595,272,8.638,104009,285.1,101.15,,2.0803,78.885,108.21,107.26
8/21/2009,73.89,5173,325723,280,5.268,97778,289.4,91.41,,2.1925,78.044,108.17,107.87
8/28/2009,72.74,5244,325351,286,5.875,116160,295.05,82.44,,2.0463,78.366,108.02,105.58
9/4/2009,68.02,5266,319545,295,3.787,83564,286.65,75.26,,1.8941,78.136,108.18,106
9/11/2009,69.29,5304,314816,288,2.845,93588,284.65,77.25,,1.7752,76.608,108.84,106.37
9/18/2009,72.04,5300,317671,293,3.874,110659,278.5,80.81,,2.0135,76.425,109.34,107.39
9/25/2009,66.02,5375,320467,297,2.91,119130,274.05,85.37,,1.9203,76.812,109.57,107.12
10/2/2009,69.95,5360,319333,303,2.842,80531,268.15,85.06,,1.8125,77.003,110.09,107.01
10/9/2009,71.77,5377,319667,305,3.137,109771,283.8,85.98,,1.9547,76.431,110.65,108.98
10/16/2009,78.53,5371,320979,309,4.426,136132,284.55,84.7,,1.991,75.597,110.66,110.37
10/23/2009,80.5,5357,321757,312,5.2,164681,303.45,88.02,,2.0105,75.468,110.35,110.22
10/30/2009,77,5391,317821,330,4.372,180375,295.55,88.92,,1.822,76.3,109.84,108.68
11/6/2009,77.43,5506,319609,332,2.299,181136,295.25,95.8,,1.8176,75.819,110.53,109.36
11/13/2009,76.35,5317,318722,361,3.001,156788,299.95,99.29,,1.7101,75.334,111.14,110.95
11/20/2009,76.72,5433,319741,375,4.354,149136,313.4,101.44,,1.5765,75.656,110.72,110.65
11/27/2009,76.05,5561,321832,379,3.271,116665,312.55,101.53,,1.4723,74.996,110.51,110.9
12/4/2009,75.47,5538,318037,383,6.62,126556,323.75,98.84,,1.7821,75.911,111.04,111.63
12/11/2009,69.87,5524,314348,393,6.782,100447,313.3,100.62,,1.6804,76.573,110.68,110.67
12/18/2009,73.36,5524,309507,409,5.764,91144,313.85,106.55,,1.6579,77.821,110.18,109.84
12/25/2009,78.05,5512,307969,416,5.059,108409,329.25,107.1,,1.9838,77.734,110.34,108.97
1/1/2010,79.36,5507,306626,418,6.53,133742,334.65,113.34,,2.1219,77.86,110.66,109.88
1/8/2010,82.75,5496,310325,427,7.191,156578,340.05,127.61,,1.8604,77.471,111.78,112.26
1/15/2010,78,5404,309854,425,6.532,175740,336.6,127.85,,1.7216,77.323,111.73,111.18
1/22/2010,74.54,5421,305966,437,6.515,173317,334.7,123.11,,1.6644,78.277,110.93,109.24
1/29/2010,72.89,5403,308283,444,5.471,125798,305.25,119.17,,1.6671,79.462,110.79,106.86
2/5/2010,71.19,5475,310577,445,5.939,116263,285.75,123.87,,1.5477,80.441,110.13,106.19
2/12/2010,74.13,5482,313662,443,4.955,83424,310.2,125.49,,1.6431,80.218,110.64,107.91
2/19/2010,79.81,5505,316696,440,6.067,115087,337.9,125.49,,1.7949,80.643,110.89,109.29
2/26/2010,79.66,5510,320730,456,5.717,129046,328.4,132.23,,1.5564,80.362,111,109.35
3/5/2010,81.5,5527,322200,456,6.418,143477,341.75,130.31,,1.6533,80.432,111.63,110.79
3/12/2010,81.24,5540,323212,466,6.526,160477,338,133.93,,1.732,79.833,111.95,111.37
3/19/2010,80.68,5536,330457,474,7.488,173541,337.25,140.65,,1.7429,80.724,111.9,109.92
3/26/2010,80,5489,333386,489,6.598,159306,340.3,148.21,,1.7498,81.676,111.76,109.8
4/2/2010,84.87,5473,335532,502,6.988,173337,358.4,155.83,,1.8725,81.173,112.19,111.67
4/9/2010,84.92,5475,333330,505,6.306,192126,359,162.31,,1.7758,81.093,112.88,112.32
4/16/2010,83.24,5466,335224,506,7.809,181055,353.55,173.64,,1.6108,80.824,112.94,111.86
4/23/2010,85.12,5488,337187,514,10.021,173650,353.05,178.48,,1.8096,81.352,113.11,112.19
4/30/2010,86.15,5522,339942,513,9.872,151406,335.35,172.78,,1.6408,81.866,113.02,112.11
5/7/2010,75.11,5533,341861,528,10.514,159005,314.45,173.44,,1.4595,84.45,111.48,107.85
5/14/2010,71.61,5516,342023,544,14.042,130856,313.4,166.2,,1.4061,86.095,111.9,109.54
5/21/2010,70.04,5540,344483,538,10.33,89335,306.1,146.58,,1.3371,85.371,110.16,107.22
5/28/2010,73.97,5320,342581,555,6.843,74236,310.45,140.52,,1.4639,86.48,110.22,108.21
6/4/2010,71.51,5445,340906,545,8.706,68773,281.95,142.18,,1.3796,88.233,109.87,106.99
6/11/2010,73.78,5503,342596,561,8.227,74410,290.4,142.94,,1.3115,87.507,109.94,109.23
6/18/2010,77.18,5501,344613,574,9.413,97963,290.15,143.86,,1.2058,85.699,111.02,110.47
6/25/2010,78.86,5257,342606,583,8.175,87576,311.1,139.69,,1.1578,85.313,111.1,110.01
7/2/2010,72.14,5414,337562,587,6.21,73300,291.6,132.01,,1.1636,84.427,110.79,108.93
7/9/2010,76.09,5352,332504,592,6.772,50503,305.35,120.54,,1.1323,83.947,111.4,110.19
7/16/2010,76.01,5460,332864,580,6.32,84455,292.95,115.34,,0.9893,82.486,110.99,109.39
7/23/2010,78.98,5486,340172,591,6.265,95652,318.5,125.26,,1.0076,82.464,111.39,110.38
7/30/2010,78.95,5440,337388,603,5.972,109868,331.15,134.05,,0.8994,81.539,112,111.12
8/6/2010,80.7,5239,334390,611,4.554,135833,334.3,139,,0.8484,80.407,112.72,111.2
8/13/2010,75.39,5352,333572,636,4.097,130905,327.25,144.03,,0.8826,82.948,111.71,110.91
8/20/2010,73.46,5511,337680,655,6.023,114455,331.15,147.71,,0.8469,83.057,112.06,111.42
8/27/2010,75.17,5602,341105,672,7.938,82024,338.45,142.68,,0.9203,82.918,111.93,110.88
9/3/2010,74.6,5603,339337,665,8.903,78695,350,140.56,,0.8625,82.102,112.43,111.57
9/10/2010,76.45,5573,336848,663,9.369,84957,340.65,138.08,,0.955,82.698,113.01,111.77
9/17/2010,73.66,5556,337818,670,9.619,122609,352.2,136.47,,0.8184,81.398,113.35,112.21
9/24/2010,76.49,5562,337343,673,9.743,106323,361.8,136.28,,0.7427,79.395,114.2,113.51
10/1/2010,81.58,5514,340186,687,8.728,116906,369.05,140.21,,0.7087,78.088,115.02,114.18
10/8/2010,82.66,5528,339770,690,8.702,168540,377.45,143.22,,0.576,77.325,115.47,115.08
10/15/2010,81.25,5536,340437,695,8.086,178738,383.9,148.61,,0.6082,77.041,115.93,115.03
10/22/2010,81.69,5540,345444,695,8.31,163641,379.7,148.18,,0.586,77.472,115.32,114.07
10/29/2010,81.43,5593,347394,696,7.027,178824,373.35,147.01,,0.5485,77.266,115.42,114.1
11/5/2010,86.85,5596,343849,718,6.873,194128,394.85,151.39,1118.7,0.5694,76.548,115.85,115.38
11/12/2010,84.88,5597,336563,720,8.153,208915,389.8,156.02,1107.67,0.8664,78.082,115.38,113.68
11/19/2010,81.51,5581,337592,731,8.737,178397,384.25,157.53,1097.33,0.8435,78.504,115.31,113.96
11/26/2010,83.76,5555,338658,724,8.134,139743,376.25,160.8,1089.18,0.9023,80.357,114.03,112.84
12/3/2010,89.19,5582,334524,742,10.104,164204,399.9,163.47,1075.84,0.8582,79.377,115.3,114.41
12/10/2010,87.79,5604,324670,763,9.09,206807,411.2,164.57,1073.38,1.0873,80.07,115.2,113.66
12/17/2010,88.02,5598,319337,756,10.699,205890,415.9,167.26,1058.11,1.0887,80.373,114.54,113.69
12/24/2010,91.51,5575,318079,771,12.047,207468,425.85,167.32,1060.91,1.222,80.474,115.32,114.29
12/31/2010,91.38,5598,313918,765,10.884,217046,444.7,167.13,1053.93,1.0657,79.028,116.46,115.11
1/7/2011,88.03,5575,311526,777,12.783,187408,428.25,171.43,1056.51,1.141,81.012,115.73,114.29
1/14/2011,91.54,5205,314143,789,14.177,209769,441.2,174.72,1065.32,1.0894,79.162,116.17,115.22
1/21/2011,89.11,5321,318979,798,16.978,210564,430.9,183.4,1060.64,1.1563,78.213,116.2,115.46
1/28/2011,89.34,5568,321573,809,16.718,172013,437.3,183.76,1059.95,1.0395,78.133,115.82,114.85
2/4/2011,89.03,5597,323404,818,16.179,201941,457.95,183.36,1061.97,1.3664,78.044,116.42,115.81
2/11/2011,85.58,5610,324264,805,20.936,202383,453.6,188.12,1051.14,1.5134,78.46,116.06,115.97
2/18/2011,86.2,5604,325086,798,22.105,185236,449.6,190.15,1052.52,1.4065,77.664,116.67,116.19
2/25/2011,97.88,5591,324722,783,22.476,240572,445.5,181.86,1056.06,1.3072,77.275,116.16,115.58
3/4/2011,104.42,5593,327099,801,20.066,305408,448.55,176.83,1046.39,1.2826,76.4,116.67,116.22
3/11/2011,101.16,5591,328844,827,21.152,311632,420.75,167.69,1027.9,1.1615,76.776,116.49,116.25
3/18/2011,101.07,5570,330975,839,19.885,270962,433.9,164.3,1026.46,1.0943,75.718,116.31,115.56
3/25/2011,105.4,5568,333920,851,19.467,286812,441.9,165.53,1018.25,1.3365,76.217,116.95,115.9
4/1/2011,107.94,5638,335536,877,20.478,292066,425.85,172.44,1016.25,1.45,75.833,117.61,117.88
4/8/2011,112.79,5635,337163,886,21.28,305297,450.15,179.86,1004.95,1.4807,75.066,118.02,119.52
4/15/2011,109.66,5625,334841,880,23.749,281579,427.75,180.67,1011.35,1.266,74.832,117.99,119.48
4/22/2011,112.29,5610,340997,913,20.976,289916,441.9,178.92,1001.96,1.2291,74.108,118.44,120.09
4/29/2011,113.93,5623,344418,926,23.771,301118,417.9,181.06,1005.88,1.1181,72.933,119.09,120.52
5/6/2011,97.18,5609,348050,934,26.032,293823,397.55,181.7,1008.26,1.0519,74.841,118.43,118.82
5/13/2011,99.65,5618,348035,947,25.829,255713,398.35,178.32,1010.69,1.0489,75.757,117.96,117.95
5/20/2011,99.49,5583,348651,954,20.286,221565,412.15,175.25,1013.37,0.9989,75.435,118.22,118.56
5/27/2011,100.59,5609,351529,958,22.709,225677,418.6,170.97,1015.39,0.912,74.954,118.28,119.27
6/3/2011,100.22,5633,346897,959,22.5,224441,413.45,170.3,1007.92,0.8359,73.783,118.73,119.77
6/10/2011,99.29,5643,343491,969,25.112,190974,407.55,172.71,999.68,0.7631,74.795,118.28,118.4
6/17/2011,93.01,5650,341780,984,26.205,194372,412.1,173.14,998.28,0.8,74.988,118.49,118.22
6/24/2011,91.16,5593,337405,1003,20.485,167470,411.55,169.62,981.65,0.7364,75.665,118.15,118
7/1/2011,94.94,5520,336532,1006,25.913,153148,430.25,167.36,982.13,0.983,74.349,118.97,120.52
7/8/2011,96.2,5578,333408,1007,30.604,165491,441.2,171.47,989.09,0.8007,75.179,119.25,120.45
7/15/2011,97.24,5591,329681,1013,30.505,168833,441.3,174.06,983.84,0.7418,75.126,119.23,119.87
7/22/2011,99.87,5377,331977,1021,28.254,182285,441,174.26,976.36,0.7478,74.201,119.78,120.71
7/29/2011,95.7,5523,332927,1025,30.242,191423,447.95,175.69,980.78,0.6441,73.897,119.97,120.41
8/5/2011,86.88,5529,327806,1031,30.384,160251,411.7,177.45,978.85,0.5944,74.598,119.26,118.53
8/12/2011,85.38,5561,332039,1055,30.97,142938,403.35,176.23,983.52,0.3572,74.607,119.38,116.59
8/19/2011,82.26,5591,329826,1066,36.447,142769,400.25,177.44,990.97,0.4119,74.009,119.22,116.87
8/26/2011,85.37,5598,335107,1069,37.21,143195,411.75,179.64,994.88,0.4463,73.814,119.34,116.46
9/2/2011,86.45,5642,331146,1064,37.19,161617,412.45,180.34,992.99,0.4472,74.756,119.64,115.78
9/9/2011,87.24,5083,324442,1057,31.992,155837,400.25,178.63,1001.46,0.437,77.192,118.39,113.86
